Speaker,Text,Tag
SPEAKER_00,"Well, it was the pump, the yellow tool.",STATEMENT
SPEAKER_00,And the blue tool.,STATEMENT
SPEAKER_01,And then the blue.,COLLABORATIVE COMPLETION
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,Aye.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"Yeah, that was probably about it.",STATEMENT
SPEAKER_00,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,I was surprised at how dark it was.,STATEMENT
SPEAKER_00,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,It was a light.,STATEMENT
SPEAKER_01,But it was dark outside.,STATEMENT
SPEAKER_01,You could see it was pitch black outside.,STATEMENT
SPEAKER_00,Aye.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,But there was only one light.,STATEMENT
SPEAKER_01,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"And it was shining at the bike, which was fair enough.",STATEMENT
SPEAKER_01,"But I looked where he needed, yeah.",STATEMENT
SPEAKER_00,"But in a professional workshop, I think there would be big lights.",OPINION
SPEAKER_01,"Yeah, maybe.",MAYBE/ACCEPT-PART
SPEAKER_01,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,But it was obviously bright enough he could see what he was doing and did the job.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,Yeah.,AGREEMENT/ACCEPT
SPEAKER_01,That's about it.,STATEMENT
SPEAKER_00,It looked well used.,STATEMENT
SPEAKER_00,It wasn't just a brand new fancy workshop.,STATEMENT
SPEAKER_01,"It wasn't a pretend workshop, yeah.",STATEMENT
SPEAKER_00,"The tools, the workbench, they weren't old.",STATEMENT
SPEAKER_00,I don't mean that.,HOLD BEFORE ANSWER/AGREEMENT
SPEAKER_00,I just mean that they were used.,STATEMENT
SPEAKER_01,A working workshop.,COLLABORATIVE COMPLETION
SPEAKER_00,Yes.,YES ANSWERS
SPEAKER_01,As opposed to a non-working workshop.,STATEMENT
SPEAKER_00,It wasn't a fancy showpiece.,STATEMENT
SPEAKER_01,No.,NO ANSWERS
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,No.,NO ANSWERS
SPEAKER_01,"That's probably about it, I think.",HEDGE
SPEAKER_00,There's a bike.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,On a stand.,STATEMENT
SPEAKER_01,And you've got the wheels.,STATEMENT
SPEAKER_01,Big workshop.,STATEMENT
SPEAKER_01,Dark workshop.,STATEMENT
SPEAKER_00,Big dark workshop.,COLLABORATIVE COMPLETION
SPEAKER_01,I want to put the fact that the wheel was off.,STATEMENT
SPEAKER_01,Repair.,STATEMENT
SPEAKER_01,Being repaired.,STATEMENT
SPEAKER_00,Repaired.,REPEAT-PHRASE
SPEAKER_01,There's the man standing at the back.,STATEMENT
SPEAKER_01,I reckon he was the customer.,OPINION
SPEAKER_01,"His bike, maybe?",STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,Is that the guy in the white T-shirt?,YES-NO-QUESTION
SPEAKER_01,"Yeah, and he was standing watching the whole time.",STATEMENT
SPEAKER_00,Okay.,RESPONSE ACKNOWLEDGMENT
SPEAKER_01,"Wearing a white t-shirt, yes.",REPEAT-PHRASE
SPEAKER_00,So the bike needed an inner tube?,WH-QUESTION
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_01,"Replace the inner tube, certainly.",STATEMENT
SPEAKER_00,on the front wheel.,COLLABORATIVE COMPLETION
SPEAKER_00,"Now, the bike, was it a mountain bike?",YES-NO-QUESTION
SPEAKER_01,"Yeah, I would say so.",AFFIRMATIVE NON-YES ANSWERS
SPEAKER_01,"Like in a tyre, it looked like a mountain bike.",STATEMENT
SPEAKER_01,It wasn't like a rally bike.,STATEMENT
SPEAKER_00,It was a blue mountain bike with,STATEMENT
SPEAKER_00,white writing on it saying adventures.,COLLABORATIVE COMPLETION
SPEAKER_01,Do you want to say any more about the workshop?,YES-NO-QUESTION
SPEAKER_00,Had lots of tools.,STATEMENT
SPEAKER_00,"Yep, and other bikes.",STATEMENT
SPEAKER_00,They look like they were in for repair or whatever.,STATEMENT
SPEAKER_00,A workshop.,STATEMENT
SPEAKER_00,It was a professional workshop.,STATEMENT
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,A lot of tools.,STATEMENT
SPEAKER_00,I've got them.,STATEMENT
SPEAKER_00,What was the tools?,WH-QUESTION
SPEAKER_01,Blue.,RESPONSE ACKNOWLEDGMENT
SPEAKER_01,Everything seemed blue.,STATEMENT
SPEAKER_00,"Okay, you have a go.",ACTION-DIRECTIVE
SPEAKER_00,Do you want to say something about the guy having shorts and sandals on?,YES-NO-QUESTION
SPEAKER_01,"Yeah, I could do.",YES ANSWERS
SPEAKER_00,What's the word?,OPEN-QUESTION
SPEAKER_01,"Well, it's a blue in the workshop.",STATEMENT
SPEAKER_01,"The stands, there was an awful lot of blue, which is quite unusual.",STATEMENT
SPEAKER_01,It was very specifically blue.,STATEMENT
SPEAKER_00,The man was wearing shorts and sandals.,STATEMENT
SPEAKER_00,Do you want to say something about what he did?,YES-NO-QUESTION
SPEAKER_00,Because what does it say?,OPEN-QUESTION
SPEAKER_00,One wheel being repaired.,STATEMENT
SPEAKER_00,Do you want to put replaced inner tube?,YES-NO-QUESTION
SPEAKER_00,"You know, replaced inner tube with a brand new one because it was a brand new one.",STATEMENT
SPEAKER_00,It was in a packet.,STATEMENT
SPEAKER_00,"And then when you're talking about the workshop, professional workshop, do you want to talk about the workbench?",YES-NO-QUESTION
SPEAKER_01,I did say lots of tools.,STATEMENT
SPEAKER_00,"Yeah, it's a big workbench.",STATEMENT
SPEAKER_00,It's getting over that it was a large workshop.,STATEMENT
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,What else was there?,WH-QUESTION
SPEAKER_00,You said it was dark.,STATEMENT
SPEAKER_00,I don't think there was anything else.,STATEMENT
SPEAKER_01,No.,NO ANSWERS
SPEAKER_00,The guy himself knew what he was doing.,STATEMENT
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,He was skilled.,STATEMENT
SPEAKER_01,It's a professional workshop.,STATEMENT
SPEAKER_00,"Yeah, but that's about the workshop.",STATEMENT
SPEAKER_01,I can go into a professional workshop.,STATEMENT
SPEAKER_00,He was skilled.,STATEMENT
SPEAKER_00,He knew what he was doing because he knew to put a bit of air in before you put it into the wheel.,STATEMENT
SPEAKER_01,Skilled employee.,STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,Possibly owned it.,STATEMENT
SPEAKER_00,You have no evidence for that?,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,"No, but he might have been, given how good he was.",AFFIRMATIVE NON-YES ANSWERS
SPEAKER_00,There was no evidence for that.,STATEMENT
SPEAKER_01,He was good.,STATEMENT
SPEAKER_00,"I agree, he was good.",AGREEMENT/ACCEPT
SPEAKER_01,And that's probably it.,SUMMARIZE/REFORMULATE
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
