Speaker,Text,Tag
SPEAKER_00,Blue sky.,STATEMENT
SPEAKER_01,It looked warm and sunny.,STATEMENT
SPEAKER_01,I would say.,STATEMENT
SPEAKER_01,It looked like it was somewhere abroad.,STATEMENT
SPEAKER_01,It looked like it was somewhere hot.,STATEMENT
SPEAKER_00,Mhmm,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,And I reckon a few spectators sitting on the grass on the right-hand side.,STATEMENT
SPEAKER_00,"Who could have been extras, could have been anything, but they were not dressed in football strips.",STATEMENT
SPEAKER_01,They were not in football strips.,REPEAT-PHRASE
SPEAKER_01,What else?,OPEN-QUESTION
SPEAKER_00,I reckon he had four or five balls thrown to him.,STATEMENT
SPEAKER_01,"Yeah, I think so too.",AGREEMENT/ACCEPT
SPEAKER_01,Keepy-uppies.,STATEMENT
SPEAKER_00,I'll do keepy-uppies.,ACTION-DIRECTIVE
SPEAKER_01,I'll do keepy-uppies.,REPEAT-PHRASE
SPEAKER_01,He was only averaging about 10.,STATEMENT
SPEAKER_00,"That's right, yeah.",AGREEMENT/ACCEPT
SPEAKER_01,"Yeah, I was counting that.",STATEMENT
SPEAKER_01,Before he lost the ball and had to get handed back to him.,STATEMENT
SPEAKER_01,"And you think there was, what did you say, how many balls?",WH-QUESTION
SPEAKER_00,Four.,OTHER ANSWERS
SPEAKER_00,"Four, five, possibly.",OTHER ANSWERS
SPEAKER_00,Say five.,OTHER ANSWERS
SPEAKER_01,Five balls.,REPEAT-PHRASE
SPEAKER_00,And I got the impression he was trying to keep it in between the yellow lights.,STATEMENT
SPEAKER_00,And there was another one that looked like a Lego brick.,STATEMENT
SPEAKER_00,"It wasn't, obviously.",STATEMENT
SPEAKER_01,"Yes, I saw that, a yellow one.",YES ANSWERS
SPEAKER_00,There was two yellow lines and one that looked like a Lego brick.,STATEMENT
SPEAKER_00,I don't know what it was.,HEDGE
SPEAKER_01,"No, I don't know what it was either.",AGREEMENT/ACCEPT
SPEAKER_01,"Just a marker, maybe.",MAYBE/ACCEPT-PART
SPEAKER_01,"There was also these, what are they called, markers, you know, the blue and white ones that they use for...",COLLABORATIVE COMPLETION
SPEAKER_01,"got a name um it was a blue and white one right i don't know what that was, they're just like little coits ",HEDGE
SPEAKER_00,like a cone yeah it's got a hole in the middle? ,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,"yeah yeah it's a coit, is that what itÃs called ",YES ANSWERS
SPEAKER_00,i don't know it could be i would have called it just a wee cone ,HEDGE
SPEAKER_01,yeah anything else you can think of i think of anything else,ABANDONED/UNINTERPRETABLE
SPEAKER_00,"High fences, goals, players down the bottom.",STATEMENT
SPEAKER_01,Do you think it was grass or do you think it was man-made?,YES-NO-QUESTION
SPEAKER_01,It's hard to say.,HEDGE
SPEAKER_01,Could you see what it was?,OPEN-QUESTION
SPEAKER_00,No.,NO ANSWERS
SPEAKER_00,"I thought it was grass, but then I didn't pay that much attention to it, so it could have been anything.",STATEMENT
SPEAKER_01,I don't know.,HEDGE
SPEAKER_00,"It looked like a good pitch, though.",STATEMENT
SPEAKER_01,"Yeah, it was.",AGREEMENT/ACCEPT
SPEAKER_00,"Well-kept pitch, I suppose.",STATEMENT
SPEAKER_01,A lot of high-rise buildings round about.,STATEMENT
SPEAKER_00,Oh yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,Anything else?,OPEN-QUESTION
SPEAKER_00,"Nope, can't think of anything else",NO ANSWERS
SPEAKER_00,"And the coaches were just picking the balls up, apart from the guy on the phone who was looking at his phone.",STATEMENT
SPEAKER_01,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"I didn't see him, so...",STATEMENT
SPEAKER_00," Right, he was looking at it.",STATEMENT
SPEAKER_01,He must have been behind me.,STATEMENT
SPEAKER_00,Then he put it in front of the camera and it was a QR code.,STATEMENT
SPEAKER_01,OK.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,Fair enough.,AGREEMENT/ACCEPT
SPEAKER_00,And then he stood at the side.,STATEMENT
SPEAKER_00,The other boy was at the side.,STATEMENT
SPEAKER_00,He kept throwing the balls back.,STATEMENT
SPEAKER_00,That was this end that I was watching.,STATEMENT
SPEAKER_01,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,he was playing keep you up he had the glasses on had the red strip had dark hair don't know if that's ,STATEMENT
SPEAKER_01,okay we'll do that yeah,AGREEMENT/ACCEPT
SPEAKER_00, in fact i think it's dark curly hair the glasses were the ones that you were seeing through obviously were they what do you call it what are they called these,HEDGE
SPEAKER_01,ahh okay,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,like a 3d type,STATEMENT
SPEAKER_01,Virtual reality?,COLLABORATIVE COMPLETION
SPEAKER_00,yeah but it wasn't virtual reality though because it's what you were seeing in that it's a camera ,STATEMENT
SPEAKER_01,uh-huh okay okay so there you can get these glasses that you can actually see so i wonder if that's what he had on ,BACKCHANNEL-QUESTION
SPEAKER_00,definitely that is what he had on yes yeah ,AFFIRMATIVE NON-YES ANSWERS
SPEAKER_01,so they're not just normal glasses they're video glasses that'll do video,STATEMENT
SPEAKER_01,I know what you mean now.,STATEMENT
SPEAKER_01,You can get Ray-Bans or something and actually... So that's a camera as well.,STATEMENT
SPEAKER_00,So that's another camera.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,One of the five.,OTHER
SPEAKER_01,But that could be one of the six.,STATEMENT
SPEAKER_01,"Yeah, I think it might be.",AGREEMENT/ACCEPT
SPEAKER_01,"Because I could see five, but then there had to be one from where I was.",STATEMENT
SPEAKER_01,"That makes sense, actually, as to why I can see.",STATEMENT
SPEAKER_00,Cameras on tripods.,STATEMENT
SPEAKER_00,Have you written tripod cameras?,YES-NO-QUESTION
SPEAKER_01,Tripods.,COLLABORATIVE COMPLETION
SPEAKER_00,"Yeah, they were on tripods.",AGREEMENT/ACCEPT
SPEAKER_00,The ones that I could see anyway.,STATEMENT
SPEAKER_01,Yep,YES ANSWERS
SPEAKER_01,"And the fact they were all coloured would indicate it was somewhere abroad, was my guess.",STATEMENT
SPEAKER_00,Could be.,AFFIRMATIVE NON-YES ANSWERS
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_01,"Is that what you meant to say, coloured?",BACKCHANNEL-QUESTION
SPEAKER_01,I don't know if that is or not.,HEDGE
SPEAKER_01,Politically correct now.,STATEMENT
SPEAKER_01,I'm not sure what we're meant to say.,HEDGE
SPEAKER_01,But they were all the same.,STATEMENT
SPEAKER_00,They were all dark skinned.,STATEMENT
SPEAKER_01,So that's what made me think it was somewhere.,STATEMENT
SPEAKER_00,Warm.,STATEMENT
SPEAKER_01,"Yeah, hot.",AGREEMENT/ACCEPT
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_00,Can't think of anything else.,STATEMENT
SPEAKER_01,That's us.,STATEMENT
SPEAKER_00,That's us.,REPEAT-PHRASE
