Speaker,Text,Tag
SPEAKER_01,But the tools on it were not...,STATEMENT
SPEAKER_01,professionals tools no they were DIYer ,STATEMENT
SPEAKER_00,Yeah,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,playing at it tools,STATEMENT
SPEAKER_00,Yeah,YES ANSWERS
SPEAKER_00,in fact the whole room was pretty bland there was no nothing on the ground nothing on the walls ,STATEMENT
SPEAKER_01,Exactly.,AGREEMENT/ACCEPT
SPEAKER_00,and there was the front door that looked just to like a normal house which is a weird thing to have on your garage,STATEMENT
SPEAKER_01,And I don't think it was a garage because you're right.,AGREEMENT/ACCEPT
SPEAKER_00,It looked more like an abandoned house.,STATEMENT
SPEAKER_01,Exactly.,AGREEMENT/ACCEPT
SPEAKER_01,"That's what it looked like, an abandoned house.",SUMMARIZE/REFORMULATE
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_01,Because he then took at the end the bike into what would be the kitchen.,STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,And parked it in the other room.,STATEMENT
SPEAKER_00,"Oh, yeah.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,I didn't see that.,STATEMENT
SPEAKER_01,And came back.,STATEMENT
SPEAKER_01,"And, yeah, well, when he went through, he took it into what is essentially a kitchen, but same idea, derelict.",STATEMENT
SPEAKER_00,"Oh, okay.",RESPONSE ACKNOWLEDGMENT
SPEAKER_01,"So, you know, dark windows boarded up.",STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,What was left of a kitchen.,SUMMARIZE/REFORMULATE
SPEAKER_00,"Yeah, yeah.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,And they parked other bikes there because there was two other bikes there.,STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,But there was no way.,STATEMENT
SPEAKER_01,It looked like a derelict house.,STATEMENT
SPEAKER_01,That's exactly what it looked like they were using.,STATEMENT
SPEAKER_01,Not professionals.,STATEMENT
SPEAKER_00,"No, no.",NO ANSWERS
SPEAKER_01,Although the guy knew what he was doing.,STATEMENT
SPEAKER_00,"Yeah, yeah.",YES ANSWERS
SPEAKER_00,It looks like they set it up just to shoot this thing.,STATEMENT
SPEAKER_00,where they were because it looked like they pulled in that table that was the only thing that looked like it was brought in into the room just for that it looked like they pulled a table in and then they've got all their tools in it and then they're fixing this bike on the stand and even at the end the cameraman who was behind the cameras brought in a second bike that was a white BMX,STATEMENT
SPEAKER_01," Yeah, a wee white one yeah",AGREEMENT/ACCEPT
SPEAKER_00,which is a different type of bike so and also the fact that there's four cameras well five if you include the one on his head,STATEMENT
SPEAKER_01,yeah but no as i say he might have been filming a video that's fair but um i thought he was just explaining to the other guy because the other guy came over at the end and was talking to him yeah so they took the bike off the stand ,STATEMENT
SPEAKER_00,before that he did put something in front of the camera that would imply it was a take,STATEMENT
SPEAKER_01,"No, I didn't see that.",NO ANSWERS
SPEAKER_00,"Well, the other guy that was behind the cameras went in front of the camera and kind of just put his phone there for a minute and then he took it off and then he came over and started talking.",STATEMENT
SPEAKER_01,"Oh, is that what I thought?",BACKCHANNEL-QUESTION
SPEAKER_01,I saw him doing something but I couldn't really see it from where my perspective was.,STATEMENT
SPEAKER_00,He put his phone in front of one of the cameras.,STATEMENT
SPEAKER_00,So I think that was like shutting off that take.,OPINION
SPEAKER_00,"Okay, let's write some of the circle things.",STATEMENT
SPEAKER_00,"So we have bike, bike stand.",STATEMENT
SPEAKER_01,Yep.,YES ANSWERS
SPEAKER_00,Would you say he's a mechanic or is that what you would call him?,OR-CLAUSE
SPEAKER_01,I think he's an amateur.,OPINION
SPEAKER_00,Okay.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,I think he's an amateur bike mechanic.,STATEMENT
SPEAKER_00,He certainly didn't seem to have a garage.,STATEMENT
SPEAKER_01,"No, it wasn't a profess-... Well, that's true.",DISPREFERRED ANSWERS
SPEAKER_01,It wasn't clear.,STATEMENT
SPEAKER_01,"He could have been a professional, but the tools and the setup was amateur.",OPINION
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_00,Derelict...,OTHER
SPEAKER_00,Building.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_01,I think it was a house.,STATEMENT
SPEAKER_01,I think we can be even clearer that it was a house.,OPINION
SPEAKER_00,House.,REPEAT-PHRASE
SPEAKER_00,"Yeah, I think you're right.",AGREEMENT/ACCEPT
SPEAKER_00,"Well, I didn't see the kitchen, but it looked like a front door.",STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,That was behind him.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,"So, yeah, okay.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,We saw a kitchen.,STATEMENT
SPEAKER_01,It looked like a house.,STATEMENT
SPEAKER_00,Kitchen.,REPEAT-PHRASE
SPEAKER_01,Other bikes in it.,STATEMENT
SPEAKER_01,"It had two other bikes in it, the kitchen.",STATEMENT
SPEAKER_01,One was the bike BMX you talked about.,STATEMENT
SPEAKER_01,And the other was just another bike.,STATEMENT
SPEAKER_00,Okay.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,Empty.,ABANDONED/UNINTERPRETABLE
SPEAKER_00,Empty room.,STATEMENT
SPEAKER_00,Almost empty room?,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,Almost.,AFFIRMATIVE NON-YES ANSWERS
SPEAKER_00,But I'll put table.,STATEMENT
SPEAKER_00,Because the table was clearly brought in.,STATEMENT
SPEAKER_01,And tools.,COLLABORATIVE COMPLETION
SPEAKER_00,And tools on the table.,STATEMENT
SPEAKER_00,Tools.,STATEMENT
SPEAKER_00,"But even the tools, I would say, had like a coffee cup on the table.",STATEMENT
SPEAKER_00,And then you had like kitchen roll and things.,STATEMENT
SPEAKER_01,"Yeah, yeah.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,So...,ABANDONED/UNINTERPRETABLE
SPEAKER_00,and I had everything.,STATEMENT
SPEAKER_01,"And the bike was, as I say, a girl's mountain bike.",STATEMENT
SPEAKER_00,"Yeah, I can see that.",AGREEMENT/ACCEPT
SPEAKER_00,Mountain bike.,STATEMENT
SPEAKER_00,Black.,STATEMENT
SPEAKER_01,12 speed.,STATEMENT
SPEAKER_01,You want real detail?,OPEN-QUESTION
SPEAKER_00,12 speed.,REPEAT-PHRASE
SPEAKER_01,And it was a mountain fury.,STATEMENT
SPEAKER_00,Mountain fury.,REPEAT-PHRASE
SPEAKER_00,Okay.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,Okay.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,it was the middle of the day because you could see out of the window ,STATEMENT
SPEAKER_00,yeah the time there's also how many cameras did we see five including the action camera yeah?,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,yeah ,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"so i'll put five, four cameras and action camera okay action camera",STATEMENT
SPEAKER_00,Trying to think what else I saw.,STATEMENT
SPEAKER_00,"He was quite old, the guy.",STATEMENT
SPEAKER_01,"See, I didn't see him.",OTHER ANSWERS
SPEAKER_00,"Yeah, I did put him in his 60s.",STATEMENT
SPEAKER_01,Right.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"So he was... You know, he wasn't just this young guy who was getting into doing bike mechanic stuff.",STATEMENT
SPEAKER_01,Right.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,He was clearly either like an older person who was just starting to get into it or he is just in a derelict building.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,I don't think what else I saw.,ABANDONED/UNINTERPRETABLE
SPEAKER_01,"And I think on there, you need to draw the fact that the job he was doing was oiling the chain.",STATEMENT
SPEAKER_00,"Oh, yeah.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_00,Oiling chain.,STATEMENT
SPEAKER_01,Which is normal bike maintenance.,STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,Shooting video.,STATEMENT
SPEAKER_00,And I'm going to put talking to,STATEMENT
SPEAKER_00,camera and anything else you see anything else,STATEMENT
SPEAKER_00,"He had a ""Hoosier"" half t-shirt on, which to start with, I thought half probably means half marathon, but then all the brands underneath were bikes.",STATEMENT
SPEAKER_00,So I'm wondering if he is like an athlete and that he did like some sort of biking sporting event and got this t-shirt.,DECLARATIVE WH-QUESTION
SPEAKER_01,Quite a lot of supposition in that.,STATEMENT
SPEAKER_00,"Well, yeah, but possible.",AGREEMENT/ACCEPT
SPEAKER_01,Possible.,AGREEMENT/ACCEPT
SPEAKER_00,Possible.,AGREEMENT/ACCEPT
SPEAKER_00,It looks like an event t-shirt.,STATEMENT
SPEAKER_01,"Right, okay, fine.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,I couldn't see him because obviously it was a point of view.,STATEMENT
SPEAKER_00,"Yeah, it was on the back of his T-shirt.",STATEMENT
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_00,But the problem was it just had the bike brands and it said that who's your half or whatever and I don't know if that's an event.,STATEMENT
SPEAKER_00,"You know, he could have been helping out with the event or...",STATEMENT
SPEAKER_01,Yeah,YES ANSWERS
SPEAKER_00,So I don't really know if he's an athlete or if... ,HEDGE
SPEAKER_01,"No, he could have bought the T-shirt at a charity shop.",OTHER
SPEAKER_00,"Well, true.",AGREEMENT/ACCEPT
SPEAKER_00,But... It seems unlikely when he's also into fixing bikes.,STATEMENT
SPEAKER_01,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"He was also playing with the stand. You know, the stand that you fold down on the bike.",STATEMENT
SPEAKER_01,"So once it was off the holder that he was using to hold the bike in the air while he was fixing it, it had a stand on it as well.",STATEMENT
SPEAKER_01,"You know, the metal bit that you fold down and then the bike just sits and leans on it.",SUMMARIZE/REFORMULATE
SPEAKER_00,"Okay, yeah.",BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"Well, he kind of oiled and checked that a couple of times.",STATEMENT
SPEAKER_00,All right.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"And then when he took it through into the kitchen, he put the stand up or down, whichever you want to call it.",STATEMENT
SPEAKER_01,And that way it stayed up when he parked it.,STATEMENT
SPEAKER_01,He didn't lean it against the sink or whatever.,STATEMENT
SPEAKER_00,So he clearly has some knowledge of these things and what.,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,"Yeah, I just mean, you don't have a stand like that on a proper, fancy, professional racing bike.",STATEMENT
SPEAKER_01,That's more a sort of kid's bike.,STATEMENT
SPEAKER_00,okay,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,You wouldn't have a stand like that on a bike that would be on a triathlon or anything like that.,STATEMENT
SPEAKER_00,"And to be fair, the one they brought in was a BMX, the second one.",STATEMENT
SPEAKER_01,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"So it looked like a reasonably small bike, not a kid's bike, as in, you know, four or five, but, you know, like a young adult's bike.",STATEMENT
SPEAKER_01,And I didn't really see the other guy in the room.,STATEMENT
SPEAKER_01,"I mean, he came over and spoke to him at the end for a minute, but there wasn't really anything to say about him.",STATEMENT
SPEAKER_00,"I saw him. He was a bit younger, and I think he was Asian.",STATEMENT
SPEAKER_00,"I probably would have put him, I don't know, 40s, 30s.",STATEMENT
SPEAKER_01,"yes, I didn't really see him.",YES ANSWERS
SPEAKER_01,I don't know.,HEDGE
SPEAKER_00,"Well, the other guy wasn't Asian, so it's not a son.",STATEMENT
SPEAKER_00,It's clearly someone who was there to help film.,STATEMENT
SPEAKER_00,"But yeah, the cameraman was Asian, somewhat younger.",STATEMENT
SPEAKER_01,"At first, I wondered if it was the owner of the bike or the customer or something.",STATEMENT
SPEAKER_01,But I don't know.,HEDGE
SPEAKER_01,"Because he did come over and talk to him at the end, but that was about it.",STATEMENT
SPEAKER_00,"Yeah, but I think that was after the take.",STATEMENT
SPEAKER_00,"I think he might have been the cameraman, would be my guess.",OPINION
SPEAKER_01,Right.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"And also, even if the bikes were completely random, the first one being a girl's bike and then the second one being this small white BMX.",STATEMENT
SPEAKER_01,"Yeah, but then we don't know if it was the guy fixing the bike's house or the other guy's house or if it was just somewhere they were both using.",STATEMENT
SPEAKER_01,There's no sense of whose bike was whose or anything.,STATEMENT
SPEAKER_00,"No, no, no.",NO ANSWERS
SPEAKER_01,There's a lot we don't know.,STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,Very good.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,Okay.,BACKCHANNEL/ACKNOWLEDGE
