Speaker,Text,Tag
SPEAKER_01,It kind of looked like the inside of someone's house that they've just bought that's under construction.,STATEMENT
SPEAKER_01,"Because when we went through it, so for the 10 seconds...",STATEMENT
SPEAKER_01,"At the end, for me, they went through to a kitchen, and there was two more bikes which clearly looked like they were damaged.",STATEMENT
SPEAKER_01,One of them looked like the back wheel had actually been run over.,STATEMENT
SPEAKER_01,"So I can only assume that at least the old guy fixes broken bikes in some regard, whether they're personal or for sale or something else.",SUMMARIZE/REFORMULATE
SPEAKER_00,And he kept doing it in his house?,YES-NO-QUESTION
SPEAKER_01,yeah yeah yeah not very nice but workspace yeah all the same there's like a farmer's sink in the last 10 seconds in the kitchen um yeah it was just two extra bikes there they took the the bike that appeared to be fixed off of the clamp into the kitchen sat down and he grabbed another white bike so i can only assume that was ,STATEMENT
SPEAKER_00,yeah i saw that at the very end ,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,second one that we're gonna fix um the other guy that was in the background um,STATEMENT
SPEAKER_01,"Black polo shirt, white logo, left chest.",STATEMENT
SPEAKER_01,Don't know.,HEDGE
SPEAKER_01,"Trousers, I think, black.",STATEMENT
SPEAKER_01,"Came up to do something to the tripod towards the end of mine, but I don't know what it was.",STATEMENT
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_01,There's a table to the right with a load of different tools.,STATEMENT
SPEAKER_00,Tools,REPEAT-PHRASE
SPEAKER_01,"WD-40, cloths.",STATEMENT
SPEAKER_00,So do we want to... Right.,ABANDONED/UNINTERPRETABLE
SPEAKER_00,So it was in a garage.,STATEMENT
SPEAKER_00,He was in a garage.,STATEMENT
SPEAKER_00,There were two guys.,STATEMENT
SPEAKER_00,An old guy was fixing a bike.,STATEMENT
SPEAKER_01,Was the old guy white?,YES-NO-QUESTION
SPEAKER_01,He looked white to me.,YES ANSWERS
SPEAKER_00,"Well, from what I could tell, yes.",AFFIRMATIVE NON-YES ANSWERS
SPEAKER_00,But I don't think I ever saw his face.,STATEMENT
SPEAKER_01,"Well, I did briefly.",STATEMENT
SPEAKER_01,"I mean, I could only see that he had shorts on, white socks trainers, and obviously his arms, which goes, short sleeve shirt.",STATEMENT
SPEAKER_00,so it might have been a hot country maybe? ,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,there was sun and at least some sort of greenery outside ,STATEMENT
SPEAKER_00,so I don't know who the other guy was unless he was like an assistant or something ,STATEMENT
SPEAKER_01,I think it didn't look related,OPINION
SPEAKER_00,so I assume he also worked there but I don't know I suppose he runs this out of his house his business or something,STATEMENT
SPEAKER_01,"Yeah, I mean, it didn't look like a proper garage or anything.",STATEMENT
SPEAKER_01,It just looked like a relatively dishevelled house.,STATEMENT
SPEAKER_00,Yes.,YES ANSWERS
SPEAKER_01,"Like, maybe someone's working from home, you know, independent company.",DECLARATIVE YES-NO-QUESTION
SPEAKER_00,Mm-hmm.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_00,"I mean, the guy looked like he knew what he was doing.",STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,"Yeah, well, he had all the right tools, and... Did you see what he was doing?",DECLARATIVE YES-NO-QUESTION
SPEAKER_01,"Yeah, I could see him putting the DW40...",STATEMENT
SPEAKER_01,on the chain to make sure it would run and then take any excess grease off of it but it's hard to see the actual condition of the chain in the first place to know whether it was rusty and he's using the oil to get like the rust and stuff off or whether it was just off centre and he's attaching it but it wasn't like a kind of metal bright silver that you do get from a new bike chain it appeared you know darker in colour so you can assume that it's old ,STATEMENT
SPEAKER_00,so the guy maybe the guy fixed his old bikes or something like that,SUMMARIZE/REFORMULATE
SPEAKER_01,see well maybe but i thought because of the like the last bit of video where you see the two other kind of broken bikes in the video look like run over and stuff i wonder i think if it's like finding them or if it's oh ,STATEMENT
SPEAKER_00,"yeah, you mean reuse them.",SUMMARIZE/REFORMULATE
SPEAKER_00,yeah it could be that too yeah  ,AGREEMENT/ACCEPT
SPEAKER_01,yeah it did the both of the bikes at the end didn't look like someone had brought in their bike to get the chain fixed or something it looked like you know,STATEMENT
SPEAKER_01,That was broken.,STATEMENT
SPEAKER_00,So clearly the guy seemed like he knew what he was doing.,STATEMENT
SPEAKER_00,And maybe that's his job is fixing bikes he finds and maybe sells them on afterwards.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_01,"I mean, he seemed to, you know, fix the bike in a relatively short bit of time.",STATEMENT
SPEAKER_00,Yeah.,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,So maybe he's an expert or that kind of thing.,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,"Yeah, I mean, did you have any, like, idea of what the other person was doing?",BACKCHANNEL-QUESTION
SPEAKER_00,"He didn't, he just kind of sat there, really.",STATEMENT
SPEAKER_01,"Yeah, I didn't really see them act as, like, cameraman or anything.",STATEMENT
SPEAKER_01,"I didn't, because I had, like, that kind of perspective looking at bike.",STATEMENT
SPEAKER_01,"Couldn't see if there was any part of, like, his mouth moving, if there was any interaction throughout, you know.",STATEMENT
SPEAKER_00,"Also, the old guy, on the back of his shirt, there was a lot of different brandings, which I assume were bikes.",STATEMENT
SPEAKER_00,There was a lot of stuff like that.,STATEMENT
SPEAKER_01,"I noticed the other guy, there was something on the chest logo or something.",STATEMENT
SPEAKER_00,"Yeah, so I assume he must have some kind of, I don't know, unless he's paid by all those or I'm not sure.",HEDGE
SPEAKER_01,"Yeah, I'll write down a description of what he looks like, the old guy.",STATEMENT
SPEAKER_00,"Shorts, t-shirt with all that branding on it.",STATEMENT
SPEAKER_01,Did you know what was the colour of his shorts?,YES-NO-QUESTION
SPEAKER_00,Black.,OTHER ANSWERS
SPEAKER_00,White socks.,STATEMENT
SPEAKER_01,"Yeah, they looked ankle length to me.",STATEMENT
SPEAKER_00,Yeah,YES ANSWERS
SPEAKER_01,Can't remember what his shoes were like.,STATEMENT
SPEAKER_01,They were blue or black trainers.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_01,"Yeah, he had a wedding ring on his left hand and a wristwatch as well with the clock facing out.",STATEMENT
SPEAKER_01,It was a gold wedding ring.,STATEMENT
SPEAKER_00,"Oh, okay.",RESPONSE ACKNOWLEDGMENT
SPEAKER_00,So maybe he has money.,MAYBE/ACCEPT-PART
SPEAKER_01,"Just married, maybe.",OTHER ANSWERS
SPEAKER_01,"His golden colour, I suppose, material makeup or breakdown is something that will remain unknown.",STATEMENT
SPEAKER_00,Is there anything else?,OPEN-QUESTION
SPEAKER_01,"I noticed behind the guy that was not fixing the bike, that's been removed from it, some sort of extractor fan or something that looked pretty broken above him.",STATEMENT
SPEAKER_00,oh okay,RESPONSE ACKNOWLEDGMENT
SPEAKER_01,and you know um from what i was looking at you could see obviously the front door and then there was the blinds to the left of that but in between that there's like some sort of lock box or something like it looks maybe like you'd keep keys or something in it okay this doesn't make sense because there's no motorized bikes i could see all push pedal bikes just for one person as well all like adult size bikes no kid bikes,STATEMENT
SPEAKER_00,Ah yeah okay...,BACKCHANNEL/ACKNOWLEDGE
SPEAKER_01,"Yeah, the aircon looked kind of broken and rubbish as well, but it was hard to tell from the distance.",STATEMENT
SPEAKER_01,"I didn't notice if the guy that wasn't fixing the bike was sat on a couch or anything, did you?",YES-NO-QUESTION
SPEAKER_00,"No, he's kind of stood behind the table with all the tools on it.",NO ANSWERS
SPEAKER_00,"Well, he might have been sat on a stool.",HEDGE
SPEAKER_01,I thought he was sat.,STATEMENT
SPEAKER_01,I just couldn't quite tell what he was sat on.,STATEMENT
SPEAKER_00,I think he was sat on a stool or something.,STATEMENT
SPEAKER_01,Yeah.,YES ANSWERS
SPEAKER_00,Yeah.,YES ANSWERS
SPEAKER_01,"And then the last 10 seconds of the video, I saw him go into kind of dimly lit kitchen.",STATEMENT
SPEAKER_01,Two broken bikes.,STATEMENT
SPEAKER_01,He's going slightly to the left.,STATEMENT
SPEAKER_01,Cabinet space.,STATEMENT
SPEAKER_00,He also looked like he was gesturing with his arms like he was explaining it.,STATEMENT
SPEAKER_00,"Like he was talking to the guy, explaining what he was doing.",STATEMENT
SPEAKER_01,"Yeah, because I couldn't see any of the interaction between the two of them.",STATEMENT
SPEAKER_01,"So for me, it's just like back and forth between the table, get a cloth, get some WD-40.",STATEMENT
SPEAKER_00,"Yeah, he was gesturing his arms like he was talking.",STATEMENT
SPEAKER_01,oh okay,RESPONSE ACKNOWLEDGMENT
SPEAKER_00,So maybe he's trying to teach the guy.,DECLARATIVE YES-NO-QUESTION
SPEAKER_01,"Yeah, I wondered about the kind of cameras as well.",STATEMENT
SPEAKER_01,"If it's someone just, you know, if you're live streaming or if you're recording yourself fixing bikes for any purpose, if it's something...",STATEMENT
SPEAKER_00,It could be that.,AGREEMENT/ACCEPT
SPEAKER_01,There's obviously a multitude of reasons that you could be doing that for.,STATEMENT
SPEAKER_01,But I thought the cameras seemed interesting.,STATEMENT
SPEAKER_01,"Obviously, I saw three, you saw four, just due to our perspective differences.",STATEMENT
SPEAKER_01,And it's interesting because the guy that was off camera wasn't even acting as cameraman.,STATEMENT
SPEAKER_00,Yeah,YES ANSWERS
SPEAKER_01,There was only one time he looked at one of the tripod cameras.,STATEMENT
SPEAKER_01,"It was the one closest to the door, but I couldn't really understand what he was doing to it.",STATEMENT
SPEAKER_01,no and i assume that you can't turn off all of them just stop ,STATEMENT
SPEAKER_00,no i'm not right now i'm not really sure what's happening there yeah ,HEDGE
SPEAKER_01,and i yeah nothing much in the kitchen that i kind of had long enough to notice i just kind of saw and you know kitchen sink just like pretty open plan but you know like it needed lick of paint or something all right,STATEMENT
