Speaker,Text,Tag
SPEAKER_00,it looks it looked very good like you put a lot of you've put a lot of work it was like putting it like all the individual individual pieces in like one at a time make sure it looked really nice like like someone would want to eat it it's like clearly the guy knows what he's doing ,STATEMENT
SPEAKER_01,yeah,YES ANSWERS
SPEAKER_00,yeah um in terms of like presentation things like that and with the knife work as well so i think he must have been a professional,OPINION
SPEAKER_01,How did the video end for you?,OPEN-QUESTION
SPEAKER_01,"Like, did you see into the bowl, the food, or was it pointing to the camera?",OPEN-QUESTION
SPEAKER_00,I don't remember.,OTHER ANSWERS
SPEAKER_00,"It was just kind of... The guy in blue gave a thumbs up, and then he just kind of stood over the bowl, like, you know, happy with what he's done.",STATEMENT
SPEAKER_01,Nobody tasted it.,STATEMENT
SPEAKER_00,"No, there was no one ate it or anything like that, so...",STATEMENT
SPEAKER_00,"So I don't know if it was actually good, but it looked good.",HEDGE
SPEAKER_01,"Yeah, I would agree that there was obviously correspondence between the two participants, but I just don't know what for.",STATEMENT
SPEAKER_00,"Well, maybe unless that guy in blue is in charge, which could be.",MAYBE/ACCEPT-PART
SPEAKER_00,Is there anything else you can think of?,OPEN-QUESTION
SPEAKER_01,No?,NO ANSWERS
SPEAKER_00,No.,NO ANSWERS
SPEAKER_01,Okay.,BACKCHANNEL/ACKNOWLEDGE
